state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
Montana,Flathead County,30029,78,0.1,18.7,0.1,1.7,0.3,5.7,0.1,0.7,0.1,3.14,0.07,31,1.5,0.4,0.1,2.8,NA,84,1.2,81.1,1.3,73.9,1.7,38773,633,0.6,0.2,0.3,0.2,0.3,0.2,1.5,0.4,2.1,0.5,25.9,1.4,11.6,1,74.1,1.4,94.7,0.8,76591,2814,19.6,0.7,42.2,0.4,56182,2573,28269,1089,33057,1667,1.5,0.3,0.9,0.4,0,0.1,31694,1134,2.55,0.04,99899,NA,10.9,1.3,7.1,1.7,14.6,3.6,2.3,0.4,3.3,0.7,8.7,0.8,0.3,0.2,4.6,1.4,2.5,1.5,11.2,0.7,94.1,0.3,92.8,0.1
Montana,Gallatin County,30031,80,NA,12.2,0.1,1.1,0.2,5.7,0.1,1.4,0.2,2.91,0.04,50.1,1.4,0.4,0.1,3.7,NA,87.1,1.2,88.8,1.2,86.2,1.1,43777,446,0.9,0.3,0.4,0.2,0.6,0.3,2.3,0.5,2.5,0.5,38.8,1.5,7.6,0.9,61.2,1.5,96.8,0.5,90411,2685,18.3,0.8,33.4,0.2,66397,2238,31088,649,40285,895,0.9,0.2,1,0.3,0,0.1,36924,992,2.37,0.02,108063,NA,11.3,0.8,6.5,1.6,6.9,1.6,2.5,0.3,2.4,0.4,7.8,0.8,0.6,0.5,6.6,1.8,4.7,1.9,7.3,0.6,93.8,0.3,91.6,0.1
Montana,Garfield County,30033,79.5,3.2,23.1,4.4,2.5,1.2,6.7,2.6,0,2.4,2.92,0.29,14.3,4.2,0.7,1.2,0.1,0.4,76,6,74.7,6.7,52.7,7.8,438,41,0,5.5,0,5.5,0.5,0.6,0,5.5,0,5.5,26.9,6.7,18.7,5.6,73.1,6.7,97.3,2.2,65237,8245,NA,NA,45.8,6.2,42000,6542,24904,2457,31484,6192,0,2.4,0,2.4,0,2.4,28541,3434,2.37,0.22,1036,120,NA,NA,NA,NA,NA,NA,0,2.4,0,5.4,11.5,6.7,0,9.9,16,16.7,10.7,14.7,9,3.1,99.3,1.2,99.2,1.3
Montana,Glacier County,30035,68.4,0.6,11.8,0.2,1.3,0.4,9.2,0.3,0,0.1,4.21,0.25,21.4,2.7,0.3,0.3,3.3,NA,66,3.7,60.4,4,54.1,3.8,4163,178,0.3,0.5,0.3,0.5,1.4,0.9,0.1,0.1,0.9,0.7,41.2,4,14.5,2.5,58.8,4,89.6,2.2,49602,4021,NA,NA,31.9,0.7,36045,2488,20169,2675,29074,4721,65,1.1,0.9,1,0.1,0.1,18043,1497,3.11,0.1,13732,NA,NA,NA,NA,NA,NA,NA,1.8,0.9,6.5,2.4,37.7,3.8,2.5,2.4,30.1,6,23.5,8.1,8.4,1.4,31.9,1.4,29.9,0.9
Montana,Golden Valley County,30037,85.6,3.8,25.4,5.3,3.4,1.7,3.2,1.6,0,3.4,2.69,0.3,22.7,5.7,1.4,2,6.7,4.8,71.2,7.6,70.7,7.6,53.8,8.3,351,34,0.6,0.7,3.7,3.3,0,6.9,3.1,2.3,4.6,3.5,23.1,6,23.4,6.1,76.9,6,92,3.9,62931,12097,NA,NA,56.9,2.8,43875,8120,22246,2053,21935,5390,0.4,0.5,0,3.4,0,3.4,30790,5903,2.07,0.21,728,86,NA,NA,NA,NA,NA,NA,3.7,3,3.8,3.2,10.2,4,0,12.6,6.3,6.7,6.5,14.8,14.4,3.6,94.5,3.5,89.6,5.6
Montana,Granite County,30039,81.1,0.7,29.1,0.5,3.4,1.7,3.7,0.9,0.1,0.1,3.42,0.38,28.9,4.1,0.1,0.2,2.3,NA,74.7,6.1,77.8,5.9,62.9,5.9,1308,115,0,1.9,0,1.9,0.3,0.6,0.7,0.8,2.3,1.8,20.9,4.6,19.2,5.9,79.1,4.6,92.2,2.6,74718,11790,NA,NA,54.3,0.4,49881,5029,24408,2386,27625,3614,0.4,0.4,0,0.8,0,0.8,30752,4243,2.47,0.21,3311,NA,NA,NA,NA,NA,NA,NA,3.2,0.7,3,2.1,6.9,2.3,0,2.6,4.1,2.8,0,17.1,14.2,2.8,96.3,0.3,94.3,0.8
Montana,Hill County,30041,72.3,0.2,14.5,0.1,1.5,0.6,8.8,0.5,0.4,0.3,3.18,0.11,25.4,2.3,0.4,0.4,3.8,NA,78.6,2.6,71.9,3.3,71.2,3.3,6369,169,0.5,0.5,0.3,0.2,1.3,0.7,0.8,0.6,1.1,0.8,38.2,2.9,10.5,2.3,61.8,2.9,90.7,1.8,59986,3107,12.3,0.7,34.3,0.4,49321,3391,25932,1673,35043,3061,23.7,1.3,1,0.6,0,0.2,23589,1088,2.51,0.06,16436,NA,NA,NA,NA,NA,NA,NA,4.2,1.2,5,1.7,6.6,1.2,0,1.1,3.2,1.2,1.9,1.4,8.4,1.3,70.2,0.7,69.2,0.3
Montana,Jefferson County,30043,78.9,0.3,20.5,0.3,1.6,0.6,3.9,0.2,0.1,0.1,3.01,0.12,35,2.6,0.4,0.3,2.6,NA,81.1,2.5,82.3,2.8,76.7,2.3,4484,123,0,0.6,0.3,0.4,0.6,0.6,1.1,0.6,1.7,1.3,15.7,2.4,8,2,84.3,2.4,94.3,1.2,83162,3551,20.4,1.4,47.6,0.4,69646,4258,31749,1325,40313,3615,1,0.5,1,0.6,0,0.2,32773,1398,2.6,0.07,11917,NA,NA,NA,NA,NA,NA,NA,3.3,0.6,3.3,1.3,6.1,1.4,0,1,5,2.1,0.9,1.5,13.5,1.7,94.2,0.6,92.7,0.3
Montana,Judith Basin County,30045,79.6,3.3,22.7,3,1.7,0.7,4.8,1.9,0,1.3,2.82,0.2,26.6,3.5,0,1.3,3.6,1.4,75.9,5.1,72.3,5.1,68.3,5.3,906,57,0,2.7,0,2.7,0,2.7,1.7,1.2,0.1,0.4,24.3,5.1,15.7,4,75.7,5.1,94.4,2.3,61197,8367,NA,NA,51.7,2.4,43661,5371,26422,1853,30022,3223,2.3,1.8,0,1.3,0,1.3,28811,4207,2.15,0.14,1954,NA,NA,NA,NA,NA,NA,NA,2.8,1.9,3.4,1.9,8.1,2.4,0,5.5,1.2,1.4,0,18.6,11.1,1.9,95,2.7,92.7,2.7
Montana,Lake County,30047,76.1,0.1,21.4,0.1,1.6,0.3,6.1,0.1,0.3,0.2,2.96,0.08,29.6,1.7,0.3,0.1,4.6,NA,77.3,2.1,76.3,2.3,72.5,2.1,11802,237,0.6,0.4,0.4,0.2,2.6,0.7,0.7,0.4,2.3,0.7,28,2.1,14.2,1.8,72,2.1,91.8,1.2,63517,2861,19.3,1.2,42.3,0.6,48829,2380,23843,1216,29118,2113,24.3,1.2,0.4,0.2,0.2,0.2,25388,1048,2.49,0.05,30013,NA,19.4,2.1,7.2,1.6,28.7,4.3,7.5,1.4,7.1,1.4,14.2,1.5,0.4,0.4,10.2,2.8,9.8,6.1,10.7,1.1,67,0.5,65,0.2
Montana,Lewis and Clark County,30049,78.4,0.1,18,0.1,2.2,0.6,5.7,0.1,0.7,0.1,2.93,0.06,40.1,1.8,0.3,0.1,3.3,NA,82.8,1.4,80.6,1.8,75.8,1.5,27893,389,0.5,0.3,0.1,0.1,0.2,0.2,1.3,0.4,2.3,0.6,30.6,1.7,9,1.1,69.4,1.7,95.6,0.7,81455,3337,16.8,0.8,40.8,0.4,65791,2949,33992,1321,40763,1458,1.7,0.4,0.5,0.3,0.1,0.1,34504,1329,2.37,0.03,67805,NA,10.4,1.4,8,1.9,14.3,3.8,3,0.4,2.4,0.7,5.7,0.9,0.4,0.4,3.3,1.3,1.1,0.9,12,0.9,93.8,0.3,91.4,0.1
Montana,Liberty County,30051,77.3,2.6,25.1,2.8,6.1,2.2,4.9,1.4,0,1.1,3.36,0.32,15.2,3.6,0,1.1,1.2,1.5,69.4,5.6,72.3,5.5,64.9,6,895,74,0,2.8,0.8,1.1,0,2.8,16.2,4.6,0,2.8,37,6.2,14,5.3,63,6.2,70.2,7.4,84727,25353,NA,NA,46.5,5.5,44875,5904,26465,1574,26978,7327,0,1.1,0,1.1,0,1.1,43320,20451,2.6,0.19,2351,172,NA,NA,NA,NA,NA,NA,0.5,0.6,0,2.8,8.6,3.4,0.7,1,3.9,3.4,0,15.5,10.2,3.4,99.5,0.6,98.3,1.8
Montana,Lincoln County,30053,81.8,0.2,27.7,0.4,2.6,0.6,4.3,0.3,0.4,0.3,2.99,0.15,19.6,2.7,0.2,0.2,3.1,NA,74.5,2.8,76.3,3,59.5,2.6,8122,349,0.3,0.4,0.1,0.1,0.7,0.7,2.9,1.1,2.2,1.2,19.7,2.8,16.8,2.8,80.3,2.8,89.6,2,58054,4524,NA,NA,52.4,0.5,40140,2825,21649,1498,27862,2371,1.3,0.6,0.8,0.6,0.2,0.3,25081,1908,2.38,0.1,19537,NA,NA,NA,NA,NA,NA,NA,2.3,0.7,9.3,2.6,10.7,1.9,0.4,0.4,6.8,4.3,9.7,7.7,14.8,1.6,94.7,0.6,92.6,0.1
Montana,McCone County,30055,76.5,3.5,25.1,4,4.5,1.9,6.5,2,1.6,1.9,3.07,0.38,17.2,3.9,0,1.4,3.7,1.6,72.8,5.7,75.5,5.4,69.6,5.8,723,67,0,3.4,0,3.4,0,3.4,2.1,2.1,0.7,0.5,19.2,6.2,12.3,4.2,80.8,6.2,92.5,2.4,68249,9882,NA,NA,46.6,9.3,49701,8951,27143,5991,36125,3714,6,2.2,0,1.4,0,1.4,27912,4207,2.45,0.23,1790,169,NA,NA,NA,NA,NA,NA,0,1.4,1,1.4,6.7,2.7,0,5.7,12.9,7.5,9.5,6,7.9,2.5,92.3,1.4,88.8,2.1
Montana,Madison County,30057,84.7,0.9,28.9,0.4,3.5,0.9,3.9,0.4,0,0.1,2.88,0.19,31.2,2.7,0.2,0.2,4.5,NA,73.4,3.5,78.4,3.4,69.3,3.1,3570,214,0,0.7,0.5,0.5,0,0.7,0.6,0.4,2.7,1.5,23,4,12.5,2.6,77,4,95.4,1.7,71087,5356,NA,NA,53,0.5,54107,3648,26081,1805,27703,3788,0.2,0.3,1.7,1.4,0,0.3,35719,7401,2.24,0.13,8302,NA,NA,NA,NA,NA,NA,NA,2.9,0.4,2.6,1.8,9.4,1.8,0.8,0.8,4.4,2.5,6.3,5.7,12.9,2.1,95,1.4,92.5,0.3
Montana,Meagher County,30059,80.8,3.8,24,3.3,4.2,2,8.1,2.4,0.2,0.3,3.48,0.4,29.3,6.6,0.1,0.1,4.7,3.7,62.1,7.4,71.8,7.4,53.6,9.2,702,83,0,3.5,0,3.5,0.6,0.9,1.6,1.3,4.3,4.3,27.5,8.3,17.8,7.6,72.5,8.3,95.2,2,59768,7361,12.9,2.5,48,6.1,46607,4741,22978,3104,22726,2778,1.4,1.2,4.7,3.7,0,1.3,24723,2941,2.66,0.27,1888,172,NA,NA,NA,NA,NA,NA,1.1,1.5,0.4,0.7,13,3.8,0,5.5,23.1,13.1,33.9,12.7,8.1,2.7,92.6,2.3,92.6,2.3
Montana,Mineral County,30061,81.6,0.9,28.1,0.4,1.9,1.1,4.4,0.5,0.8,0.2,2.99,0.24,16.1,3.3,0.8,0.7,1.3,1,66.6,4.9,67.7,4.2,64.8,5.3,1786,96,0.2,0.3,0,1.4,0,1.4,0.1,0.1,1.2,1,26,5.1,29.7,4.8,74,5.1,88.9,3.1,53168,5969,NA,NA,51.7,0.7,41705,2875,21457,1588,26868,3313,2.7,1.6,0.1,0.2,0,0.6,23621,2317,2.34,0.13,4251,NA,NA,NA,NA,NA,NA,NA,2.8,1.4,7.3,3.5,7.7,1.7,0,2.1,5,3.1,15.5,10.7,16.1,2.3,92.7,1,91.4,0.2
Montana,Missoula County,30063,81,NA,15,0.1,1.4,0.3,5,0.2,1.9,0.2,2.92,0.06,43,1.5,0.6,0.2,3.3,NA,85.8,1.2,83.3,1.5,81,1.4,49313,600,1.6,0.4,0.8,0.4,0.8,0.4,2.3,0.5,2.2,0.5,41.1,1.3,8.9,1.1,58.9,1.3,95.6,0.6,74060,2672,18.8,0.6,36,0.3,54062,2037,26424,675,32445,1619,2,0.3,0.4,0.1,0.1,0.1,31897,1091,2.31,0.03,117309,NA,14.3,1,6.6,1.7,13.7,2.9,3.5,0.4,4.1,0.7,6.7,0.7,0.1,0.1,2.7,1.2,2,1.4,8.1,0.6,91.6,0.2,89.2,0.1
Montana,Musselshell County,30065,80.2,0.7,25.9,1.3,2,1,4,0.5,0.9,1.2,2.69,0.14,16.3,3,0,0.5,3.1,0.8,76.4,4.5,69.1,5.3,61.4,5,2181,126,1.9,2.6,0.8,1.2,1.2,1.7,3.4,2.1,0.2,0.3,28,4.1,15.5,3.4,72,4.1,91.5,2.3,55725,4664,27.2,3.4,50.1,1.1,43274,6238,26137,1721,30597,3959,2.6,1.5,0.1,0.2,0,0.5,24979,2115,2.17,0.1,4766,132,NA,NA,NA,NA,NA,NA,2.3,1.2,3.9,3.7,6.8,2.2,0.2,0.4,2.6,2.3,1.4,3.3,13.6,2.9,94.1,0.7,91.1,1
Montana,Park County,30067,82.4,0.3,21.8,0.3,2.6,0.7,4.7,0.4,0.3,0.2,2.61,0.1,31.5,2.7,0.4,0.3,3.1,NA,80.2,3,77.9,2.8,71.1,3.1,7782,227,0.2,0.3,0.6,0.4,0.1,0.1,1.6,0.8,1.3,0.6,31.5,3.2,10.4,2.1,68.5,3.2,94.5,1.4,73960,6393,25.3,2.5,46.3,0.6,53068,4601,30906,1430,32732,2942,0.8,0.6,0.2,0.2,0.1,0.2,35123,3429,2.07,0.06,16352,NA,NA,NA,NA,NA,NA,NA,2.5,0.6,2.1,1,10.3,1.9,0.5,0.5,6.1,3.5,2.3,2.3,10.4,1.7,95.6,0.4,93.3,0.1
Montana,Petroleum County,30069,79.9,5.2,22.3,5.8,2.2,2,7.5,4.1,5.5,5.6,2.81,0.35,32.6,8,0,5.4,0,5.4,84.3,7.8,75.5,9.1,66.2,9.8,204,35,0,11.5,0.5,1,0,11.5,2.5,2.4,0,11.5,25.5,8.7,22.5,8.2,74.5,8.7,98.9,1.2,69975,10544,NA,NA,51.8,4.7,51250,25123,32031,2698,32381,10014,0,5.4,0,5.4,0,5.4,31177,5608,2.22,0.2,453,83,NA,NA,NA,NA,NA,NA,0,5.4,4.3,3.6,8.6,4.9,0,21.7,1,2.4,0,42.2,9.4,4.9,94.5,5.6,94.5,5.6
Montana,Phillips County,30071,76.6,0.9,22.3,0.5,2.2,1,6.8,1.1,0.3,0.4,3.2,0.37,17.2,3.3,0,0.6,2.8,NA,70.6,5.2,69.9,5.1,63.2,4.6,1710,117,0.2,0.3,0,1.4,0.5,0.7,0.2,0.4,2.7,2,22.9,5.5,13.2,3.7,77.1,5.5,90.9,2.7,59382,6489,NA,NA,49,3.8,46212,3346,26228,2110,25811,3385,9.4,1.7,0.5,0.7,0,0.6,25605,2727,2.34,0.16,4077,NA,NA,NA,NA,NA,NA,NA,5.4,2,7.5,3.8,16.2,3.8,0.6,0.8,13.9,9.6,20,19.1,11.2,3.1,84.4,0.7,83.8,0.6
Montana,Pondera County,30073,75.5,0.5,20,0.1,3.6,0.9,7.2,0.5,0.1,0.1,3.35,0.2,24,3.2,0.1,0.1,2,NA,74.2,3.8,76.3,3.5,65.1,3.9,2103,102,0,0.1,0.1,0.2,0.8,0.5,4.3,1.9,0.1,0.2,25.4,3.6,11.3,2.3,74.6,3.6,93,1.8,68355,5529,14,1.2,40.7,1,51151,5815,26273,2007,32300,3712,15.4,0.6,1.2,0.8,0,0.4,25633,1987,2.75,0.13,5994,NA,NA,NA,NA,NA,NA,NA,1.7,0.6,6.5,2.9,8.5,1.8,0.2,0.3,7.3,3.6,5.2,3.8,11.9,1.9,81.4,0.3,81.2,0.4
Montana,Powder River County,30075,83.8,2.4,27.4,2.9,4.4,2.3,6.6,2.1,0,1.5,2.44,0.18,24.4,4.8,0,1.5,3.2,2.5,78,5.4,78,5.9,67.2,5.1,737,67,0,3.3,0,3.3,0,3.3,1.4,1.5,0,3.3,25.4,5.4,24.7,6,74.6,5.4,94.1,2.4,68431,7834,NA,NA,53.4,2.8,54427,5552,31362,1307,32314,2485,1.7,1.6,0.1,0.4,0,1.5,32094,3073,2.12,0.15,1607,111,NA,NA,NA,NA,NA,NA,3.9,2.2,0,3.5,6.8,3.2,0,5.9,9.8,9.1,6.6,8.9,8.8,2.4,94.3,2.1,93,1.8
Montana,Powell County,30077,85,NA,20,0.4,1.4,0.8,3.7,0.4,0.4,0.3,2.63,0.18,20.4,3.3,0.9,0.5,1.7,0.5,73.7,4.7,73.5,4.5,66.4,5.8,2426,152,0,1,0.2,0.4,0,1,2,1.4,0.6,0.8,32.9,5.2,10.1,3.2,67.1,5.2,89.4,2.5,65914,7012,NA,NA,45.5,0.8,54667,5187,23966,1926,25487,3091,4.9,1.3,0.2,0.2,0,0.4,26456,2608,2.16,0.11,6854,NA,NA,NA,NA,NA,NA,NA,3.4,1.4,0.6,0.5,6.4,1.8,1.1,1.5,4.6,2.4,3.5,4,13.6,2.1,90.3,0.5,89.4,0.4
Montana,Prairie County,30079,77.2,4.5,28,5.7,3.4,2.1,4.2,2,0.8,1.2,2.88,0.27,22.2,7,0,2,1.3,2.1,74.9,7.5,81.5,6.6,54.1,8.6,518,57,0,4.7,0,4.7,0,4.7,7.3,4.7,0.8,1,16,6.3,13.7,7.5,84,6.3,88,6,64764,10613,NA,NA,48.7,7.8,43625,5807,23077,3397,30110,9645,1.2,1.9,0.2,0.5,0,2,27377,4796,2.37,0.21,1252,166,NA,NA,NA,NA,NA,NA,0,2,4.1,4.5,4,2.9,0,7.2,0,7.8,0,27.1,17.3,5.4,97.8,2.3,97.8,2.3
Montana,Ravalli County,30081,80.7,NA,25.1,0.3,2.2,0.4,4.5,0.1,0.5,0.1,2.93,0.09,27.8,2,0.1,0.1,3.5,NA,80.6,2.2,79.9,2.1,74.2,2,17354,382,0.5,0.4,0.3,0.3,0.6,0.4,2.2,0.8,1.9,0.6,23.7,2.1,10.9,1.8,76.3,2.1,91.6,1.5,70220,4285,23.9,1.6,49.1,0.4,53054,2349,25250,1351,30776,1553,0.9,0.4,0.2,0.1,0,0.1,29761,1673,2.43,0.05,42512,NA,12.3,2,8.4,1.9,17.8,4.7,2.4,0.5,5.2,1.3,10.9,1.6,0.1,0.1,8.4,3,10.6,5.1,12.9,1.1,95.8,0.3,92.9,0.1
Montana,Richland County,30083,74.7,1.2,14.7,0.8,2.3,0.7,6.1,0.5,0,0.1,3.23,0.19,18.9,2.7,0,0.2,5.4,NA,78.1,4.2,75,3.8,78.9,3.2,4535,185,0,0.5,0.9,1.3,0.2,0.3,0.6,0.5,5,2.4,34,4.1,14.9,2.7,66,4.1,92.3,2.4,79719,5250,NA,NA,38.6,0.9,67205,5590,32507,2837,43091,3244,2,1.4,0.9,1,0.2,0.3,33109,2129,2.45,0.1,11199,NA,NA,NA,NA,NA,NA,NA,3.6,1.5,2.3,1,9.8,2.8,0,1.5,9.1,4.6,5.8,3.7,7.5,1.5,93.3,1.2,88.8,0.3
Montana,Roosevelt County,30085,66.5,0.1,11.1,0.2,1.2,0.4,9.1,0.4,0.6,0.2,4.56,0.24,17.4,2.1,0.2,0.2,4,NA,64.7,3.2,55.5,3.4,63.3,3,3150,92,0.2,0.3,0.3,0.4,5,1.5,1.1,0.6,1,0.8,37.1,3.2,8.3,1.7,62.9,3.2,87.5,2.3,57792,3348,NA,NA,30.2,0.2,43194,3908,22477,3207,34732,2473,57.8,1.5,0.2,0.1,0,0.2,18657,1355,3.46,0.1,11175,NA,NA,NA,NA,NA,NA,NA,5.2,1.5,12.7,3.8,27.7,3,5.1,3.2,23.2,4.4,27,8.5,8.8,1.4,36.1,0.6,34.4,0.1
Montana,Rosebud County,30087,71.4,1.4,14.8,0.2,1,0.7,7.3,0.4,1,0.8,3.46,0.2,17.8,2.8,0.2,0.2,5.2,NA,58,3.9,68.8,3.5,56.6,4.3,3166,141,0.2,0.2,0.2,0.2,9.6,1.6,1.8,1.1,3.4,2.3,30.8,4.1,19.4,3.2,69.2,4.1,90,2.6,68763,4986,13.3,1.2,36.8,1.2,57992,4160,28115,2138,36188,3692,37.4,1.4,2,1.9,0,0.3,24922,2281,2.86,0.13,9152,NA,NA,NA,NA,NA,NA,NA,2.4,1.3,5.8,2,18.8,2.9,0.8,1.2,22,5.9,24.1,10.2,9.5,1.5,57,2.1,54.8,0.4
Montana,Sanders County,30089,82.2,0.2,30,0.3,1.7,0.6,4.6,0.1,0.4,0.2,2.88,0.15,17.9,2.2,0.3,0.2,3,NA,71.3,3.1,69.5,3.6,54.2,3.6,5036,206,0.9,0.7,0,0.5,0.3,0.2,1.4,0.6,1,0.5,22.4,3,15.2,3.1,77.6,3,88.8,1.7,56419,4150,20.5,3.1,53.9,0.3,40823,2801,20894,1415,24798,2480,3.5,0.5,0.2,0.2,0,0.1,25309,1767,2.27,0.09,11681,NA,NA,NA,NA,NA,NA,NA,3.1,0.6,6.4,2.4,11.5,1.8,0.3,0.3,10.6,4.1,8,5.6,13.7,1.8,92.5,0.4,90.1,0.2
Montana,Sheridan County,30091,79.7,2.1,23.2,2,3.9,1.5,6.7,1,0.3,0.4,2.8,0.19,23.9,3.4,0,0.7,3.8,0.8,83.3,3.4,81.7,4.5,71.1,5,1639,88,0.2,0.3,0.2,0.3,0,1.5,0.4,0.3,1.6,1.4,21.2,4.3,8.7,2.9,78.8,4.3,91.9,2.2,76853,9486,NA,NA,46.3,2.5,55521,5472,30951,1475,36591,5974,1,1.1,0.2,0.3,0,0.7,36091,4429,2.07,0.11,3483,157,NA,NA,NA,NA,NA,NA,4,1.3,2,1.4,9,2.2,0,3.2,6.1,3.9,9.6,7.7,8.9,2.1,94.5,1.2,91.1,1.3
Montana,Silver Bow County,30093,79.8,0.5,18.7,0.4,1.9,0.3,5.9,0.5,0.8,0.3,3.04,0.1,27.2,2.3,0.5,0.2,4.6,NA,76.3,2.4,71.6,2.6,69.2,2.5,14960,368,0.1,0.1,0.8,0.7,1.5,1,1.6,0.6,1.3,0.7,31.1,2.6,6.4,1.2,68.9,2.6,92.5,1.6,62015,2824,NA,NA,40,0.9,45718,3069,25309,1187,34230,3520,2.3,0.7,0.2,0.2,0,0.1,27706,1332,2.24,0.05,34770,NA,17.4,2.2,11.4,3.2,19.9,5.1,1.9,0.8,4.7,1.4,5.3,1,0.2,0.3,1.3,1.2,0,1.1,9.7,0.9,94.4,0.4,90.4,0.1
Montana,Stillwater County,30095,77.8,0.6,22,0.4,1.9,0.5,4.5,0.5,0.3,0.3,3.01,0.14,25,2.6,0.1,0.1,4,NA,81.1,2.8,78.9,3.7,72.4,3.2,3761,149,0.4,0.3,0.3,0.3,0.1,0.1,1.1,0.8,2,1.1,19.3,3.2,14.8,2.5,80.7,3.2,94,1.4,79373,3893,NA,NA,46.8,0.5,64645,3961,30618,1311,40341,4387,1,0.7,0.7,0.8,0,0.3,32301,1590,2.48,0.1,9466,NA,NA,NA,NA,NA,NA,NA,2,0.8,3,1.1,6.3,1.7,0,1.2,1.7,1.6,1.7,2.2,9.4,1.2,95.9,0.8,92.8,0.3
Montana,Sweet Grass County,30097,81.1,2.7,30.2,2.7,3.6,1.4,4.4,1.4,0.3,0.3,2.95,0.24,25.4,4.4,0,0.7,2.3,1.7,75.2,5.7,73.8,6.1,61.6,5.2,1566,94,0.8,1,0,1.6,0,1.6,0.3,0.3,0.9,0.8,27.7,4.1,9.3,3,72.3,4.1,94.6,1.8,67334,5404,22.2,3,52,2.5,49886,6230,26618,2394,30186,3247,1,1,0,0.7,0,0.7,30050,2373,2.33,0.14,3670,NA,NA,NA,NA,NA,NA,NA,2.5,1.2,0.4,0.5,5.8,1.8,0.2,0.3,0,3.5,0,13.9,11.5,2.5,96.3,1.3,94.1,2.2
Montana,Teton County,30099,75.9,0.3,22.7,0.4,2.7,0.6,6.6,0.2,0.3,0.4,3,0.13,24.9,2.8,0.5,0.5,1.6,NA,75.3,2.8,75.2,3.1,71,2.6,2464,88,0.1,0.2,0.2,0.4,0,1,2,0.9,0.4,0.4,30.1,3.2,8.7,1.8,69.9,3.2,92,1.8,68537,4226,19.2,1.7,44.4,0.5,55000,3985,27392,1343,31833,1667,1,0.4,0.8,0.6,0,0.4,28022,1632,2.39,0.08,6086,NA,NA,NA,NA,NA,NA,NA,3,0.6,1.4,0.7,10.6,3.6,0,1.8,12.5,10.3,14.3,12,10.8,1.7,94.4,0.6,93.6,0.4
Montana,Toole County,30101,81,1.2,16.9,0.2,2.7,1,5.3,0.2,0.7,0.4,2.81,0.21,15.2,3,0.5,0.4,4,NA,77.4,5.7,68,5.8,65.8,5.2,1867,131,0.7,0.9,1.2,1.3,0.1,0.2,4.1,2.5,4.6,2.4,40.6,5,11,3.7,59.4,5,88.8,2.6,68818,10397,NA,NA,43.1,1.9,50721,6089,24360,2835,27843,3485,7.6,1.6,0.2,0.4,0,0.5,27528,3924,2.23,0.14,4892,NA,NA,NA,NA,NA,NA,NA,1.6,1,1.8,2,8,2.9,0,3.2,3.7,3.6,0,7.6,11.3,2.3,89.5,1.3,87.1,0.5
Montana,Treasure County,30103,84.1,5.5,28.7,5.8,1.5,0.9,5.2,2.3,4.2,4.7,2.36,0.37,25.4,7.1,0,3.7,0.6,0.9,66.7,8.6,75.8,7.9,55.8,9.4,351,63,5.7,8.2,0,6.9,0,6.9,2,2.1,0.3,0.7,31.9,9.1,18.2,5.8,68.1,9.1,89.8,5.6,58435,8923,NA,NA,56.8,4.6,43047,5150,27500,5174,30592,7459,0,3.7,0.3,0.5,0,3.7,29763,4296,1.9,0.24,668,79,NA,NA,NA,NA,NA,NA,0.9,1.1,0,8.4,4.9,3,0,12.2,0,20.5,0,42.2,10.9,3.5,94.6,4.8,94.3,4.8
